V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
Playing History Audit 'garciamurilo' from 2020/01/01 12:00 AM to 2021/01/15 11:59 PM,,,,,,,,,,,,,NA
Transaction Details,Individual Transaction Amounts,Running Balance,,,,,,,,,,,NA
Date/Time,Action,Table Name / Player / Tournament #,Game,Account Currency,Amount,Accrued StarsCoin,T Money,W Money,Balance,Total Accrued StarsCoin After this Transaction,T Money,W Money,NA
2020/06/02 9:00 PM,Deposit (Player),2376098981,,USD,10.36,0.00,0.00,0.00,10.36,4.00,0.00,0.00,NA
2020/06/02 9:05 PM,Tournament Registration,2924778539$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,10.11,4.00,0.00,0.00,NA
2020/06/02 9:05 PM,Tournament Registration,2924778363$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,10.01,4.00,0.00,0.00,NA
2020/06/02 9:05 PM,Tournament Registration,2924776618$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,9.76,4.00,0.00,0.00,NA
2020/06/02 9:10 PM,Tournament Registration,2924781897$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,9.51,4.00,0.00,0.00,NA
2020/06/02 9:10 PM,Tournament Registration,2924742838$0.02 NL Hold'em [990 Players  Hyper-Turbo], NL Hold'em Sit&Go Buy-In: 0.02/0.00,USD,-0.02,0.00,0.00,0.00,9.49,4.00,0.00,0.00,NA
2020/06/02 9:11 PM,Tournament Unregistration,2924776618$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,9.74,4.00,0.00,0.00,NA
2020/06/02 9:12 PM,Tournament Registration,2924783396$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,9.49,4.00,0.00,0.00,NA
2020/06/02 9:16 PM,Tournament Registration,2924785242$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,9.24,4.00,0.00,0.00,NA
2020/06/02 9:18 PM,Tournament Unregistration,2924742838$0.02 NL Hold'em [990 Players  Hyper-Turbo], NL Hold'em Sit&Go Buy-In: 0.02/0.00,USD,0.02,0.00,0.00,0.00,9.26,4.00,0.00,0.00,NA
2020/06/02 9:23 PM,Tournament Registration,2924789972$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,9.01,4.00,0.00,0.00,NA
2020/06/02 11:13 PM,Tournament Won,2924785242$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.62,0.00,0.00,0.00,9.63,4.00,0.00,0.00,NA
2020/06/02 11:15 PM,Tournament Registration,2924843334$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,9.38,4.00,0.00,0.00,NA
2020/06/02 11:16 PM,Tournament Registration,2924842497$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,8.88,4.00,0.00,0.00,NA
2020/06/02 11:17 PM,Tournament Registration,2924844985$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,8.38,4.00,0.00,0.00,NA
2020/06/02 11:20 PM,Tournament Registration,2924846094$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,8.13,4.00,0.00,0.00,NA
2020/06/02 11:37 PM,Tournament Registration,2924850690$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,7.63,4.00,0.00,0.00,NA
2020/06/02 11:38 PM,Tournament Registration,2924852657$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,7.38,4.00,0.00,0.00,NA
2020/06/02 11:41 PM,Tournament Registration,2924854643$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,7.13,4.00,0.00,0.00,NA
2020/06/02 11:47 PM,Tournament Unregistration,2924854643$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,7.38,4.00,0.00,0.00,NA
2020/06/03 12:01 AM,Tournament Registration,2924862351$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,7.13,4.00,0.00,0.00,NA
2020/06/03 12:02 AM,Tournament Registration,2924859388$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,6.63,4.00,0.00,0.00,NA
2020/06/03 12:11 AM,Tournament Registration,2924864643$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,6.38,4.00,0.00,0.00,NA
2020/06/03 12:16 AM,Tournament Unregistration,2924864643$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,6.63,4.00,0.00,0.00,NA
2020/06/03 12:16 AM,Tournament Registration,2924868208$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,6.38,4.00,0.00,0.00,NA
2020/06/03 12:16 AM,Tournament Unregistration,2924868208$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,6.63,4.00,0.00,0.00,NA
2020/06/03 12:23 AM,Tournament Registration,2924868208$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,6.38,4.00,0.00,0.00,NA
2020/06/03 12:52 AM,Tournament Registration,2924879150$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,6.13,4.00,0.00,0.00,NA
2020/06/03 1:50 AM,Tournament Registration,2924899552$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,5.88,4.00,0.00,0.00,NA
2020/06/03 1:51 AM,Tournament Unregistration,2924899552$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,6.13,4.00,0.00,0.00,NA
2020/06/03 1:52 AM,Tournament Registration,2924899552$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,5.88,4.00,0.00,0.00,NA
2020/06/03 1:58 AM,Tournament Registration,2924902269$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,5.63,4.00,0.00,0.00,NA
2020/06/03 11:02 AM,Tournament Registration,2925188489$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,5.38,4.00,0.00,0.00,NA
2020/06/03 11:03 AM,Tournament Registration,2925191289$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,5.13,4.00,0.00,0.00,NA
2020/06/03 11:04 AM,Tournament Registration,2925187048$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.88,4.00,0.00,0.00,NA
2020/06/03 11:04 AM,Tournament Unregistration,2925187048$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,5.13,4.00,0.00,0.00,NA
2020/06/03 11:04 AM,Tournament Registration,2925187048$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.88,4.00,0.00,0.00,NA
2020/06/03 11:07 AM,Tournament Registration,2925193498$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.63,4.00,0.00,0.00,NA
2020/06/03 11:07 AM,Tournament Unregistration,2925187048$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,4.88,4.00,0.00,0.00,NA
2020/06/03 11:07 AM,Tournament Registration,2925195060$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.63,4.00,0.00,0.00,NA
2020/06/03 11:14 AM,Tournament Registration,2925199503$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.38,4.00,0.00,0.00,NA
2020/06/03 12:01 PM,Tournament Registration,2925235690$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.13,4.00,0.00,0.00,NA
2020/06/03 12:02 PM,Tournament Registration,2925222336$0.02 NL Hold'em [990 Players  Hyper-Turbo], NL Hold'em Sit&Go Buy-In: 0.02/0.00,USD,-0.02,0.00,0.00,0.00,4.11,4.00,0.00,0.00,NA
2020/06/03 12:02 PM,Tournament Registration,2925231558$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,4.01,4.00,0.00,0.00,NA
2020/06/03 1:03 PM,Tournament Won,2925193498$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.36,0.00,0.00,0.00,4.37,4.00,0.00,0.00,NA
2020/06/03 7:33 PM,Tournament Registration,2925656766$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.12,4.00,0.00,0.00,NA
2020/06/03 7:57 PM,Tournament Registration,2925674773$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,3.87,4.00,0.00,0.00,NA
2020/06/03 8:00 PM,Tournament Unregistration,2925674773$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,4.12,4.00,0.00,0.00,NA
2020/06/03 8:28 PM,Tournament Registration,2925694015$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,3.87,4.00,0.00,0.00,NA
2020/06/03 8:30 PM,Tournament Unregistration,2925694015$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,4.12,4.00,0.00,0.00,NA
2020/06/03 8:34 PM,Tournament Registration,2925698166$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,3.87,4.00,0.00,0.00,NA
2020/06/03 8:53 PM,Tournament Registration,2925707791$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,3.62,4.00,0.00,0.00,NA
2020/06/03 9:06 PM,Tournament Registration,2925715538$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,3.37,4.00,0.00,0.00,NA
2020/06/03 10:56 PM,Tournament Registration,2925770688$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,2.87,4.00,0.00,0.00,NA
2020/06/03 10:56 PM,Tournament Registration,2925772206$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,2.62,4.00,0.00,0.00,NA
2020/06/03 11:00 PM,Tournament Registration,2925772547$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,2.12,4.00,0.00,0.00,NA
2020/06/03 11:00 PM,Tournament Registration,2925757453$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,2.02,4.00,0.00,0.00,NA
2020/06/04 12:21 AM,Tournament Won,2925772547$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,6.30,0.00,0.00,0.00,8.32,4.00,0.00,0.00,NA
2020/06/04 12:22 AM,Tournament Registration,2925803587$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,7.82,4.00,0.00,0.00,NA
2020/06/04 12:22 AM,Tournament Registration,2925805453$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,7.57,4.00,0.00,0.00,NA
2020/06/04 1:12 AM,Tournament Registration,2925821566$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,7.07,4.00,0.00,0.00,NA
2020/06/04 1:12 AM,Tournament Registration,2925726157$0.50 NL Hold'em [180 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,6.57,4.00,0.00,0.00,NA
2020/06/04 1:13 AM,Tournament Unregistration,2925726157$0.50 NL Hold'em [180 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,0.50,0.00,0.00,0.00,7.07,4.00,0.00,0.00,NA
2020/06/04 1:14 AM,Tournament Registration,2925824286$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,6.57,4.00,0.00,0.00,NA
2020/06/04 1:19 AM,Tournament Registration,2925824018$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,6.32,4.00,0.00,0.00,NA
2020/06/04 1:54 AM,Tournament Won,2925805453$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.93,0.00,0.00,0.00,7.25,4.00,0.00,0.00,NA
2020/06/04 1:58 AM,Tournament Registration,2925837550$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,7.00,4.00,0.00,0.00,NA
2020/06/04 1:58 AM,Tournament Registration,2925839219$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,6.50,4.00,0.00,0.00,NA
2020/06/04 2:05 AM,Tournament Registration,2925840441$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,6.25,4.00,0.00,0.00,NA
2020/06/04 2:06 AM,Tournament Registration,2925822849$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,6.15,4.00,0.00,0.00,NA
2020/06/04 2:36 AM,Tournament Registration,2925850100$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,5.65,4.00,0.00,0.00,NA
2020/06/04 2:45 AM,Tournament Registration,2925852481$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,5.15,4.00,0.00,0.00,NA
2020/06/04 2:45 AM,Tournament Registration,2925842980$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,5.05,4.00,0.00,0.00,NA
2020/06/04 4:38 AM,Tournament Won,2925842980$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,4.86,0.00,0.00,0.00,9.91,4.00,0.00,0.00,NA
2020/06/04 11:56 AM,Tournament Registration,2926163508$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,9.66,4.00,0.00,0.00,NA
2020/06/04 11:56 AM,Tournament Registration,2926172504$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,9.41,4.00,0.00,0.00,NA
2020/06/04 11:57 AM,Tournament Registration,2926168368$0.50 NL Hold'em [90 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,8.91,4.00,0.00,0.00,NA
2020/06/04 11:57 AM,Tournament Registration,2926167971$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,8.81,4.00,0.00,0.00,NA
2020/06/04 11:57 AM,Tournament Registration,2926152869$0.02 NL Hold'em [990 Players  Hyper-Turbo], NL Hold'em Sit&Go Buy-In: 0.02/0.00,USD,-0.02,0.00,0.00,0.00,8.79,4.00,0.00,0.00,NA
2020/06/04 11:58 AM,Tournament Registration,2926171731$0.50 NL Hold'em [180 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,8.29,4.00,0.00,0.00,NA
2020/06/04 12:24 PM,Tournament Registration,2926192292$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,8.19,4.00,0.00,0.00,NA
2020/06/04 12:25 PM,Tournament Registration,2926187699$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,7.94,4.00,0.00,0.00,NA
2020/06/04 12:25 PM,Tournament Registration,2926186346$0.50 NL Hold'em [90 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,7.44,4.00,0.00,0.00,NA
2020/06/04 12:26 PM,Tournament Registration,2926188648$0.50 NL Hold'em [180 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,6.94,4.00,0.00,0.00,NA
2020/06/04 12:48 PM,Tournament Registration,2926204627$0.02 NL Hold'em [990 Players  Hyper-Turbo], NL Hold'em Sit&Go Buy-In: 0.02/0.00,USD,-0.02,0.00,0.00,0.00,6.92,4.00,0.00,0.00,NA
2020/06/04 12:48 PM,Tournament Registration,2926212623$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,6.82,4.00,0.00,0.00,NA
2020/06/04 12:48 PM,Tournament Registration,2926205974$0.50 NL Hold'em [180 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,6.32,4.00,0.00,0.00,NA
2020/06/04 12:48 PM,Tournament Registration,2926209490$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,6.07,4.00,0.00,0.00,NA
2020/06/04 12:49 PM,Tournament Registration,2926214430$0.50 NL Hold'em [90 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,5.57,4.00,0.00,0.00,NA
2020/06/04 12:55 PM,Tournament Unregistration,2926214430$0.50 NL Hold'em [90 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,0.50,0.00,0.00,0.00,6.07,4.00,0.00,0.00,NA
2020/06/04 12:59 PM,Tournament Registration,2920096818<font color=-x-tourn-special><b>Big $1.10 </font> <font color=-x-tourn-guarantee>$3K Gtd</font></b>, NL Hold'em Buy-In: 0.98/0.12,USD,-1.10,0.00,0.00,0.00,4.97,4.00,0.00,0.00,NA
2020/06/04 1:08 PM,Tournament Registration,2926222378$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,4.87,4.00,0.00,0.00,NA
2020/06/04 1:08 PM,Tournament Registration,2926226618$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.62,4.00,0.00,0.00,NA
2020/06/04 1:17 PM,Tournament Registration,2926235649$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,4.52,4.00,0.00,0.00,NA
2020/06/04 1:18 PM,Tournament Registration,2926236755$0.50 NL Hold'em [180 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,4.02,4.00,0.00,0.00,NA
2020/06/04 1:46 PM,Tournament Won,2926186346$0.50 NL Hold'em [90 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,0.91,0.00,0.00,0.00,4.93,4.00,0.00,0.00,NA
2020/06/04 1:58 PM,Tournament Registration,2926274810$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,4.83,4.00,0.00,0.00,NA
2020/06/04 1:59 PM,Tournament Registration,2926279841$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.58,4.00,0.00,0.00,NA
2020/06/04 2:02 PM,Tournament Registration,2926276200$0.25 NL Hold'em [90 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.33,4.00,0.00,0.00,NA
2020/06/04 2:03 PM,Tournament Registration,2926249420$0.02 NL Hold'em [990 Players  Hyper-Turbo], NL Hold'em Sit&Go Buy-In: 0.02/0.00,USD,-0.02,0.00,0.00,0.00,4.31,4.00,0.00,0.00,NA
2020/06/04 2:52 PM,Tournament Won,2926249420$0.02 NL Hold'em [990 Players  Hyper-Turbo], NL Hold'em Sit&Go Buy-In: 0.02/0.00,USD,0.10,0.00,0.00,0.00,4.41,4.00,0.00,0.00,NA
2020/06/05 1:31 AM,Tournament Registration,2926781171$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,4.16,4.00,0.00,0.00,NA
2020/06/05 1:32 AM,Tournament Registration,2926781273$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,3.66,4.00,0.00,0.00,NA
2020/06/05 1:35 AM,Tournament Registration,2926783452$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,3.16,4.00,0.00,0.00,NA
2020/06/05 1:36 AM,Tournament Unregistration,2926783452$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,0.50,0.00,0.00,0.00,3.66,4.00,0.00,0.00,NA
2020/06/05 1:37 AM,Tournament Registration,2926783726$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,3.41,4.00,0.00,0.00,NA
2020/06/05 1:37 AM,Tournament Registration,2926783452$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,2.91,4.00,0.00,0.00,NA
2020/06/05 1:41 AM,Tournament Registration,2926785163$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,2.66,4.00,0.00,0.00,NA
2020/06/05 2:42 AM,Tournament Registration,2926807967$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,2.16,4.00,0.00,0.00,NA
2020/06/05 2:43 AM,Tournament Registration,2926805512$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,1.91,4.00,0.00,0.00,NA
2020/06/05 2:48 AM,Tournament Unregistration,2926807967$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,0.50,0.00,0.00,0.00,2.41,4.00,0.00,0.00,NA
2020/06/05 2:59 AM,Tournament Registration,2926813836$0.50 NL Hold'em [Turbo]<b> </b>, NL Hold'em Sit&Go Buy-In: 0.44/0.06,USD,-0.50,0.00,0.00,0.00,1.91,4.00,0.00,0.00,NA
2020/06/05 2:59 AM,Tournament Unregistration,2926813836$0.50 NL Hold'em [Turbo]<b> </b>, NL Hold'em Sit&Go Buy-In: 0.44/0.06,USD,0.50,0.00,0.00,0.00,2.41,4.00,0.00,0.00,NA
2020/06/05 3:00 AM,Tournament Registration,2926811408$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,2.16,4.00,0.00,0.00,NA
2020/06/05 3:04 AM,Tournament Registration,2926813049$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,1.66,4.00,0.00,0.00,NA
2020/06/05 3:22 AM,Tournament Registration,2926819936$0.50 NL Hold'em [45 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.45/0.05,USD,-0.50,0.00,0.00,0.00,1.16,4.00,0.00,0.00,NA
2020/06/05 3:22 AM,Tournament Registration,2926805855$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,1.06,4.00,0.00,0.00,NA
2020/06/05 4:10 AM,Tournament Registration,2926839567$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,0.81,4.00,0.00,0.00,NA
2020/06/05 4:24 AM,Tournament Registration,2926845261$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,-0.25,0.00,0.00,0.00,0.56,4.00,0.00,0.00,NA
2020/06/05 4:25 AM,Tournament Unregistration,2926845261$0.25 NL Hold'em [45 Players], NL Hold'em Sit&Go Buy-In: 0.23/0.02,USD,0.25,0.00,0.00,0.00,0.81,4.00,0.00,0.00,NA
2020/06/05 3:38 PM,Tournament Registration,2927347305$0.10 NL Hold'em [360 Players  Turbo], NL Hold'em Sit&Go Buy-In: 0.09/0.01,USD,-0.10,0.00,0.00,0.00,0.71,4.00,0.00,0.00,NA
